category,run_label,path,bytes,sha256,description
full_runs,codex_gpt54mini_all4027_20260706,/Users/bogdan.didenko/lpnu/review-codex-july-artifacts/analysis/codex_screening_run_artifacts_20260706/full_runs/codex_gpt54mini_all4027_20260706/role_logs.tar.gz,39197327,a44647acf530a610c8e9c5a5673c22568858608c5b29d7af7f826e14a4ebc75c,"Compressed per-batch prompt, raw response, parsed output, metadata, stdout, and stderr logs for role agents."
full_runs,codex_gpt54mini_all4027_20260706,/Users/bogdan.didenko/lpnu/review-codex-july-artifacts/analysis/codex_screening_run_artifacts_20260706/full_runs/codex_gpt54mini_all4027_20260706/run_metadata.json,1018,20ee127a2d28f294ab34acdf71c46f27157d75cce7bd92003563894560e13103,Curated screening artifact.
full_runs,codex_gpt54mini_all4027_20260706,/Users/bogdan.didenko/lpnu/review-codex-july-artifacts/analysis/codex_screening_run_artifacts_20260706/full_runs/codex_gpt54mini_all4027_20260706/scope_reviewer.jsonl,2335817,616c6e9b0e2bbfdf0539e6f46ee6503466c4eb83b7328a24c8ae9b7a6d2c58b2,Structured per-record role output JSONL.
full_runs,codex_gpt54mini_all4027_20260706,/Users/bogdan.didenko/lpnu/review-codex-july-artifacts/analysis/codex_screening_run_artifacts_20260706/full_runs/codex_gpt54mini_all4027_20260706/summary.json,696,56f2e3197c6e5d37e43fc6cd7427b09e0e499dd4b7636b8f679602af9d6cfead,Curated screening artifact.
inputs,,/Users/bogdan.didenko/lpnu/review-codex-july-artifacts/analysis/codex_screening_run_artifacts_20260706/inputs/dedup_update_2026-07-06/cross_dedup_matches.json,11639,2c1a777467f9972e318f8f539be4d0756363cc642f0f50113c244da2168818b7,"Search, deduplication, Crossref audit, or screening input artifact for the July 2026 update cohort."
inputs,,/Users/bogdan.didenko/lpnu/review-codex-july-artifacts/analysis/codex_screening_run_artifacts_20260706/inputs/dedup_update_2026-07-06/cross_dedup_stats.json,415,f5fc6562c8980b8e2413d885d12431ea59ac8f89c878af95ec1b0ec9200bf4a7,"Search, deduplication, Crossref audit, or screening input artifact for the July 2026 update cohort."
inputs,,/Users/bogdan.didenko/lpnu/review-codex-july-artifacts/analysis/codex_screening_run_artifacts_20260706/inputs/dedup_update_2026-07-06/crossref_checked_stats.json,584,c1be8edaa3b5452e3c6e42851d2031b796707871fbfa7e5cd6d23340edbb44f4,"Search, deduplication, Crossref audit, or screening input artifact for the July 2026 update cohort."
inputs,,/Users/bogdan.didenko/lpnu/review-codex-july-artifacts/analysis/codex_screening_run_artifacts_20260706/inputs/dedup_update_2026-07-06/crossref_duplicate_audit.json,5991,0df6c92243b0343950e65b5d2f300a3afc18e0a1fb6820da63f9b51286706cd0,"Search, deduplication, Crossref audit, or screening input artifact for the July 2026 update cohort."
inputs,,/Users/bogdan.didenko/lpnu/review-codex-july-artifacts/analysis/codex_screening_run_artifacts_20260706/inputs/dedup_update_2026-07-06/deduplicated_records.json,372184,61601ad59e4d3d66c2fa5b3384fa5fd0a27cb83604f7259205c7e9e1dee1cbeb,"Search, deduplication, Crossref audit, or screening input artifact for the July 2026 update cohort."
inputs,,/Users/bogdan.didenko/lpnu/review-codex-july-artifacts/analysis/codex_screening_run_artifacts_20260706/inputs/dedup_update_2026-07-06/deduplication_log.csv,35752,388ac7990da3be02d98b36ebcc0b59eb665d35f3672bc97c48dfedb448c6390d,"Search, deduplication, Crossref audit, or screening input artifact for the July 2026 update cohort."
inputs,,/Users/bogdan.didenko/lpnu/review-codex-july-artifacts/analysis/codex_screening_run_artifacts_20260706/inputs/dedup_update_2026-07-06/deduplication_stats.json,549,79b0b1a77b0b48be475d17d99a80a907d54439db8be0faa7704b5e101cf55892,"Search, deduplication, Crossref audit, or screening input artifact for the July 2026 update cohort."
inputs,,/Users/bogdan.didenko/lpnu/review-codex-july-artifacts/analysis/codex_screening_run_artifacts_20260706/inputs/dedup_update_2026-07-06/excluded_no_abstract.json,12024,ad299845fac249262e09b02e1002f29218991cdc1a114f523e941a65cf8ccea7,"Search, deduplication, Crossref audit, or screening input artifact for the July 2026 update cohort."
inputs,,/Users/bogdan.didenko/lpnu/review-codex-july-artifacts/analysis/codex_screening_run_artifacts_20260706/inputs/dedup_update_2026-07-06/new_records_after_cross_dedup.json,325017,34c0576d4d3d805c783a2fb999db3f2b759aef512b8e8dabca879e86435952b2,"Search, deduplication, Crossref audit, or screening input artifact for the July 2026 update cohort."
inputs,,/Users/bogdan.didenko/lpnu/review-codex-july-artifacts/analysis/codex_screening_run_artifacts_20260706/inputs/dedup_update_2026-07-06/new_records_after_cross_dedup_crossref_checked.json,325023,931b90fc8562dc9a8621e11e06258df219b5d9f12ec884b4ab4cb52f6bc1c118,"Search, deduplication, Crossref audit, or screening input artifact for the July 2026 update cohort."
inputs,,/Users/bogdan.didenko/lpnu/review-codex-july-artifacts/analysis/codex_screening_run_artifacts_20260706/inputs/dedup_update_2026-07-06/new_records_screening_ready.json,313049,8f9673440893876491ae9fa81a0562bf64cc53eedccdd164681f463b78d868e1,"Search, deduplication, Crossref audit, or screening input artifact for the July 2026 update cohort."
inputs,,/Users/bogdan.didenko/lpnu/review-codex-july-artifacts/analysis/codex_screening_run_artifacts_20260706/inputs/dedup_update_2026-07-06/new_records_screening_ready_crossref_checked.json,313184,4126dc4a9112ae37f1daa4cb66f511f9aba0f88343ab6c97fe8852429ea8cf2f,"Search, deduplication, Crossref audit, or screening input artifact for the July 2026 update cohort."
inputs,,/Users/bogdan.didenko/lpnu/review-codex-july-artifacts/analysis/codex_screening_run_artifacts_20260706/inputs/exports_update_2026-07-06/arxiv_2026-07-06.json,12650,f9f68753bb7dcf6f9ff10dc7be3408f75ec5898123f59bf9f9b2f09f178c68fc,"Search, deduplication, Crossref audit, or screening input artifact for the July 2026 update cohort."
inputs,,/Users/bogdan.didenko/lpnu/review-codex-july-artifacts/analysis/codex_screening_run_artifacts_20260706/inputs/exports_update_2026-07-06/biorxiv_medrxiv_2026-07-06.json,41659,b3fd12ce24a332e9164ca8689f796b80b8f6f25eed9aaed2dfd1a98583748a41,"Search, deduplication, Crossref audit, or screening input artifact for the July 2026 update cohort."
inputs,,/Users/bogdan.didenko/lpnu/review-codex-july-artifacts/analysis/codex_screening_run_artifacts_20260706/inputs/exports_update_2026-07-06/google_scholar_2026-07-06.json,2,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,"Search, deduplication, Crossref audit, or screening input artifact for the July 2026 update cohort."
inputs,,/Users/bogdan.didenko/lpnu/review-codex-july-artifacts/analysis/codex_screening_run_artifacts_20260706/inputs/exports_update_2026-07-06/pubmed_2026-07-06.json,54300,28d34a75f5ec729339049e316d514d45b1b19c1776ae63c57a8c2be40bc2623e,"Search, deduplication, Crossref audit, or screening input artifact for the July 2026 update cohort."
inputs,,/Users/bogdan.didenko/lpnu/review-codex-july-artifacts/analysis/codex_screening_run_artifacts_20260706/inputs/exports_update_2026-07-06/scopus_2026-07-06.json,5821,dd1dbd669bbe63396f8059cffbea2970c23806b38d1814269fd2ab1e05bfd4a4,"Search, deduplication, Crossref audit, or screening input artifact for the July 2026 update cohort."
inputs,,/Users/bogdan.didenko/lpnu/review-codex-july-artifacts/analysis/codex_screening_run_artifacts_20260706/inputs/exports_update_2026-07-06/search_run.log,6239,2d11adddcc5549b221303be77e053839fd1665a8e4deeda3ae6055f643137b94,"Search, deduplication, Crossref audit, or screening input artifact for the July 2026 update cohort."
inputs,,/Users/bogdan.didenko/lpnu/review-codex-july-artifacts/analysis/codex_screening_run_artifacts_20260706/inputs/exports_update_2026-07-06/search_summary_2026-07-06.json,362,224df420525e734ee144a9ccfba2b88cecb3b876a9596236ffc1e7735595f23d,"Search, deduplication, Crossref audit, or screening input artifact for the July 2026 update cohort."
inputs,,/Users/bogdan.didenko/lpnu/review-codex-july-artifacts/analysis/codex_screening_run_artifacts_20260706/inputs/exports_update_2026-07-06/semantic_scholar_2026-07-06.json,262667,6c0abe015cd5ea9dcfa013f3901d97e84b28756a394c69e25523c14d25cfcc97,"Search, deduplication, Crossref audit, or screening input artifact for the July 2026 update cohort."
inputs,,/Users/bogdan.didenko/lpnu/review-codex-july-artifacts/analysis/codex_screening_run_artifacts_20260706/inputs/exports_update_2026-07-06/springernature_2026-07-06.json,54593,bd954a5698ba37f63dd6d32b222321445203477edc30abf5bdbe5103cb761df2,"Search, deduplication, Crossref audit, or screening input artifact for the July 2026 update cohort."
inputs,,/Users/bogdan.didenko/lpnu/review-codex-july-artifacts/analysis/codex_screening_run_artifacts_20260706/inputs/exports_update_2026-07-06/springernature_raw_2026-07-06.json,1236716,0ea2c0f344a9cb33603a9be2ba5d0414d65ddf72e600b48fcde59001909d3140,"Search, deduplication, Crossref audit, or screening input artifact for the July 2026 update cohort."
pipeline_code,,/Users/bogdan.didenko/lpnu/review-codex-july-artifacts/analysis/codex_screening_run_artifacts_20260706/pipeline_code/run_codex_screening_pipeline.py,24894,f970db5faad1b718bd2142f4c832088deed60cc5798704ed0ff02bd8ad1ec533,Copy of the Codex screening runner used for these artifacts.
prompt_templates,,/Users/bogdan.didenko/lpnu/review-codex-july-artifacts/analysis/codex_screening_run_artifacts_20260706/prompt_templates/README.md,1460,24376a104d668a436584adbae86d95d02584b5efc7c42c575331478eacbbbc1b,Operative screening prompt template used by this Codex pipeline.
prompt_templates,,/Users/bogdan.didenko/lpnu/review-codex-july-artifacts/analysis/codex_screening_run_artifacts_20260706/prompt_templates/adjudicator_prompt.txt,2475,9509161e046f0fec3d4149f5bb2b68d8302f06ab947dce6edc34f46d6ba2a8b0,Operative screening prompt template used by this Codex pipeline.
prompt_templates,,/Users/bogdan.didenko/lpnu/review-codex-july-artifacts/analysis/codex_screening_run_artifacts_20260706/prompt_templates/architecture_reviewer_prompt.txt,2478,f5296132ab4780b441eee56023b2f05459b76f3115cfe49a4f09d4cc896d4346,Operative screening prompt template used by this Codex pipeline.
prompt_templates,,/Users/bogdan.didenko/lpnu/review-codex-july-artifacts/analysis/codex_screening_run_artifacts_20260706/prompt_templates/scope_reviewer_prompt.txt,2793,4dbe7ab8d863d4cf07df1858852653005ee72087ea706c53f240ec144d76931a,Operative screening prompt template used by this Codex pipeline.
search_configs,,/Users/bogdan.didenko/lpnu/review-codex-july-artifacts/analysis/codex_screening_run_artifacts_20260706/search_configs/search_config_update_2026-07-06.json,10794,90d7523fd05a81f6528db57a09577752640445d70c78d07ac6e145df0ce59b89,Search configuration used to create the July 2026 update exports.
update_runs,codex_gpt54mini_update155_20260706,/Users/bogdan.didenko/lpnu/review-codex-july-artifacts/analysis/codex_screening_run_artifacts_20260706/update_runs/codex_gpt54mini_update155_20260706/adjudication_queue.json,86585,7621b19acda6db71ecf4dd973200228f875d59cd6da0315f970d742f92c1da76,Python gate and adjudication trace artifact.
update_runs,codex_gpt54mini_update155_20260706,/Users/bogdan.didenko/lpnu/review-codex-july-artifacts/analysis/codex_screening_run_artifacts_20260706/update_runs/codex_gpt54mini_update155_20260706/adjudicator.jsonl,27185,b222bb2911e229667e16c90c078cb22a64c37d81378e44bdaace3e877d486b82,Structured per-record role output JSONL.
update_runs,codex_gpt54mini_update155_20260706,/Users/bogdan.didenko/lpnu/review-codex-july-artifacts/analysis/codex_screening_run_artifacts_20260706/update_runs/codex_gpt54mini_update155_20260706/architecture_reviewer.jsonl,68716,af2bf30a2040bbcb7321140c41bb429776eeb97ac6356c132f3a0620b72b50d1,Structured per-record role output JSONL.
update_runs,codex_gpt54mini_update155_20260706,/Users/bogdan.didenko/lpnu/review-codex-july-artifacts/analysis/codex_screening_run_artifacts_20260706/update_runs/codex_gpt54mini_update155_20260706/artifact_summary.json,2500,b3612d602b56fadeb831ca7e000ab07d84c27560839307737bf196f705648dfe,"Generated artifact summary with record count, decision counts, adjudication count, and source files."
update_runs,codex_gpt54mini_update155_20260706,/Users/bogdan.didenko/lpnu/review-codex-july-artifacts/analysis/codex_screening_run_artifacts_20260706/update_runs/codex_gpt54mini_update155_20260706/cohort_155_audit.json,76337,163eca9d6a03c0420c9821641604c282712a27df8538d0e93cd7378f30787117,Curated screening artifact.
update_runs,codex_gpt54mini_update155_20260706,/Users/bogdan.didenko/lpnu/review-codex-july-artifacts/analysis/codex_screening_run_artifacts_20260706/update_runs/codex_gpt54mini_update155_20260706/cohort_155_audit.md,9998,47c057f5b0a71f37a4373cf6c01ce5eaa89ad7f620360f61422f647f219ebd16,Curated screening artifact.
update_runs,codex_gpt54mini_update155_20260706,/Users/bogdan.didenko/lpnu/review-codex-july-artifacts/analysis/codex_screening_run_artifacts_20260706/update_runs/codex_gpt54mini_update155_20260706/final_screening_results.csv,48079,b945d341b1c5e0a5b8d0cd55a0f9a6aa4ac60c0c0fc22599bfa52adba3f0115d,Final row-level screening decisions.
update_runs,codex_gpt54mini_update155_20260706,/Users/bogdan.didenko/lpnu/review-codex-july-artifacts/analysis/codex_screening_run_artifacts_20260706/update_runs/codex_gpt54mini_update155_20260706/final_screening_results.json,96417,107885c4c32623b30b664c78cb1ad870c4d7b231ffd5123f4b5f0d03dfc60a9d,Final row-level screening decisions.
update_runs,codex_gpt54mini_update155_20260706,/Users/bogdan.didenko/lpnu/review-codex-july-artifacts/analysis/codex_screening_run_artifacts_20260706/update_runs/codex_gpt54mini_update155_20260706/include_records.md,2013,eb70483d0cae96be93cf49e88e333f1379c6a14f33e48a431b5bbf9d710a49e4,Curated screening artifact.
update_runs,codex_gpt54mini_update155_20260706,/Users/bogdan.didenko/lpnu/review-codex-july-artifacts/analysis/codex_screening_run_artifacts_20260706/update_runs/codex_gpt54mini_update155_20260706/input_records.json,259042,0018c58e8e0b4a16163135e774fc007a34e92a4b64ca7ac872c349cddf564757,Curated screening artifact.
update_runs,codex_gpt54mini_update155_20260706,/Users/bogdan.didenko/lpnu/review-codex-july-artifacts/analysis/codex_screening_run_artifacts_20260706/update_runs/codex_gpt54mini_update155_20260706/pipeline.log,2767,f9a7b37296d5d1dfb07b138b8711a76346ed4571e832cf182d7f8e0ae5dd09c5,Runner progress log with batch completion and timing.
update_runs,codex_gpt54mini_update155_20260706,/Users/bogdan.didenko/lpnu/review-codex-july-artifacts/analysis/codex_screening_run_artifacts_20260706/update_runs/codex_gpt54mini_update155_20260706/python_gate_outputs.json,230862,b986b46c335cf1465eb3368f4b3a54832a77d7e04038be86bc1d9b5faecf6911,Python gate and adjudication trace artifact.
update_runs,codex_gpt54mini_update155_20260706,/Users/bogdan.didenko/lpnu/review-codex-july-artifacts/analysis/codex_screening_run_artifacts_20260706/update_runs/codex_gpt54mini_update155_20260706/role_logs.tar.gz,912399,4eac10bcfa4d69f1610ecdfd091a2209ada40bfd55b147a80be35950dc414597,"Compressed per-batch prompt, raw response, parsed output, metadata, stdout, and stderr logs for role agents."
update_runs,codex_gpt54mini_update155_20260706,/Users/bogdan.didenko/lpnu/review-codex-july-artifacts/analysis/codex_screening_run_artifacts_20260706/update_runs/codex_gpt54mini_update155_20260706/run_metadata.json,1061,8d37e4c5a590db5945cdac15d1eab5c3e432fe371bc2bdd4c2a505e3ce57b3c7,Curated screening artifact.
update_runs,codex_gpt54mini_update155_20260706,/Users/bogdan.didenko/lpnu/review-codex-july-artifacts/analysis/codex_screening_run_artifacts_20260706/update_runs/codex_gpt54mini_update155_20260706/scope_reviewer.jsonl,69982,32242af8a334e51f642f4c3a6102dda7ae1b800d3787c3afc840ff5a7625c9b8,Structured per-record role output JSONL.
update_runs,codex_gpt54mini_update155_20260706,/Users/bogdan.didenko/lpnu/review-codex-july-artifacts/analysis/codex_screening_run_artifacts_20260706/update_runs/codex_gpt54mini_update155_20260706/summary.json,639,65ef02e432b701d8584e302917aabe478e5890d57eefb5cf84546d0706d87c33,Curated screening artifact.
